TR11591-5,"Weed Mix 1 (Ambrosia elatior, Artemisia vulgaris, Plantago lanceolata, Chenopodium album, Salsola kali)","Weed Mix 1 (Common Ragweed, Mugwort, Plantain, English (Ribwort), Goosefoot, Saltwort(Russian thistle)",300000.351.000,Allergens
TR11592-3,"Seafood Mix(Gadus morhua, Pandalus borealis, Mytilus edulis, Thunnus albacares, Salmo salar)","Seafood Mix (Cod, Shrimp, Blue mussel, Tuna, Salmon)",300000.503.000,Allergens
TR11593-1,"Fish Mix (Gadus morhua, Clupea harengus, Scomber scombrus, Pleuronectes platessa)","Fish Mix  (Cod, Herring, Mackerel, Plaice)",300000.501.000,Allergens
TR11594-9,FEATHER MIX (1. Goose feathers 2. Chicken feathers 3. Duck feathers 4. Turkey feathers),FEATHER MIX (1. Goose feathers 2. Chicken feathers 3. Duck feathers 4. Turkey feathers),300000.720.000,Allergens
TR11595-6,MOLD MIX 1 (1. Penicillium notatum 2. Cladosporium herbanum 3. Aspergillus fumigatus 4. Alternaria alternata),MOLD MIX 1 (1. Penicillium notatum 2. Cladosporium herbanum 3. Aspergillus fumigatus 4. Alternaria alternata),300000.259.000,Allergens
TR11596-4,"Pediatric Mix (Egg white, Milk, Gadus morhua, Arachis hypogaea, Glycine max, Wheat)","Pediatric Mix (Egg white, Cow's Milk, Cod Fish, Peanut, Soybean, Wheat)",300000.502.000,Allergens
TR11597-2,MOLD MIX 2 (1. Penicillium notatum 2. Cladosporium herbanum 3. Aspergillus fumigatus 4. Candida albicans 5. Alternaria alternata 6. Helminthosporium halodes),MOLD MIX 2 (1. Penicillium notatum 2. Cladosporium herbanum 3. Aspergillus fumigatus 4. Candida albicans 5. Alternaria alternata 6. Helminthosporium halodes),,Allergens
TR11598-0,Lamellar Bodies,Lamellar Bodies,,Hematology
TR11599-8,Cytotoxic Antibody,Cytotoxic Antibody,400000.221.000,Microbiology
TR11600-4,Buffy Coat Microscopy,Buffy Coat Microscopy,600000.100.000,Hematology
TR11601-2,Human Herpesvirus 2 Antibody,Human Herpesvirus 2 Antibody,,Microbiology
TR11602-0,Sympathomimetic Amines,Sympathomimetic Amines,100000.577.000,Chemistry
TR11603-8,Antabuse,Antabuse,,Chemistry
TR11604-6,Cryofibrinogen,Cryofibrinogen,100000.478.000,Chemistry
TR11605-3,Cow's Milk,Cow's Milk,,Allergens
TR11606-1,"Grass Mix 1 (Dactylis glomerata, Festuca elatior, Lolium perenne, Phleum pratense, Poa pratensis)","Grass Mix 1 (Cocksfoot, Meadow fescue, Rye-grass, Timothy grass, Meadow grass)",300000.401.000,Allergens
TR11607-9,"Grass Mix 2 (Cynodon dactylon, Lolium perenne, Phleum pratense, Poa pratensis, Sorghum halepense, Paspalum notatum)","Grass Mix 2 (Bermuda grass, Rye grass, Timothy grass, Meadow grass, Johnson grass, Bahia grass)",300000.402.000,Allergens
TR11608-7,House Dust Mix 1 (1.House Dust Hollistier Stier 2. Dermatophagoides pteronyssinus 3. Dermatophagoides farinae 4. Blatella germanica),House Dust Mix 1 (1.House Dust Hollistier Stier 2. Dermatophagoides pteronyssinus 3. Dermatophagoides farinae 4. Blatella germanica),300000.750.000,Allergens
TR11610-3,Mucin Clot,Mucin Clot,200000.951.000,Hematology
TR11611-1,Amylase/Creatinine Ratio,Amylase/Creatinine Ratio,100000.237.000,Chemistry
TR11612-9,Ureaplasma Detection,Ureaplasma Detection,,Microbiology
TR11613-7,Sars Coronavirus,Sars Coronavirus,,Serology
TR11614-5,VDRL,VDRL,400000.103.200,Microbiology
TR11615-2,West Nile Virus Serology,West Nile Virus Antibody,400000.199.000,Microbiology
TR11616-0,Helicobacter pylori,Helicobacter pylori,700000.103.000,Pathology
TR11622-8,Chromogranin A,Chromogranin A,100000.263.000,Chemistry
TR11623-6,Human Herpesvirus 5 Antibody,Human Herpesvirus 5 Antibody,400000.133.000,Microbiology
TR11624-4,Cholesterol in VLDL,Cholesterol in VLDL,100000.305.000,Chemistry
TR11625-1,Skin Antibodies,Skin Antibodies,,Immunology
TR11626-9,Glucose Post Somatotropin,Glucose Post Somatotropin,,Chemistry
TR11627-7,Insulin Tolerance Test,Insulin Tolerance Test,100000.122.000,Chemistry
TR11628-5,Bilirubin delta,Bilirubin delta,100000.174.000,Chemistry
TR11629-3,Lipid Assessment,Lipid Assessment,100000.300.000,Chemistry
TR11630-1,Integrated Prenatal Screening,Integrated Prenatal Screening,100000.245.650,Chemistry
TR11631-9,First Trimester Screening,First Trimester Screening,100000.245.900,Chemistry
TR11632-7,"Inhibin A dimeric, Maternal Screen","Inhibin A dimeric, Maternal Screen",,Chemistry
TR11633-5,"Pregnancy Associated Plasma Protein A, Maternal Screen","Pregnancy Associated Plasma Protein A, Maternal Screen",,Chemistry
TR11634-3,Mean Platelet Volume,Mean Platelet Volume,200000.208.900,Hematology
TR11635-0,Red Cell Distribution Width,Red Cell Distribution Width,,Hematology
TR11636-8,Immunoglobulin Light Chains Free,Immunoglobulin Light Chains Free,100000.207.000,Chemistry
TR11637-6,Apolipoprotein B / Apolipoprotein A-I Ratio,Apolipoprotein B / Apolipoprotein A-I Ratio,100000.314.000,Chemistry
TR11638-4,Hepatitis C Immunity Panel,Hepatitis C Immunity Panel,,Microbiology
TR11639-2,Chlamydia detection,Chlamydia detection,,Microbiology
TR11640-0,Clinical Consultation Pathology,Clinical Consultation Pathology,700000.113.000,Pathology
TR11641-8,Specimen Comment,Specimen Comment,100000.050.000,Chemistry
TR11642-6,Transferrin Carbohydrate Deficient,Transferrin Carbohydrate Deficient,100000.226.000,Chemistry
TR11643-4,Cyclic Citrullinated Peptide antibody,Cyclic Citrullinated Peptide antibody,100000.601.000,Chemistry
TR11644-2,Ethyl Glucuronide,Ethyl Glucuronide,100000.530.000,Chemistry
TR11645-9,Electrocardiogram,Electrocardiogram,,Clinical
TR11646-7,CD45,CD45,,Hematology
TR11647-5,CD3,CD3,,Hematology
TR11648-3,Leukocyte Phenotyping,Leukocyte Phenotyping,200000.275.000,Hematology
TR11649-1,Hemopexin,Hemopexin,,Hematology
TR11650-9,HLA-D,HLA-D,100000.612.000,Chemistry
TR11651-7,Imatinib mesylate,Imatinib mesylate,100000.569.000,Chemistry
TR11652-5,Lupus Erythematosus Cell Preparation,Lupus Erythematosus Cell Preparation,200000.371.000,Hematology
TR11653-3,Immunoglobulins,Immunoglobulins,100000.209.000,Chemistry
TR11654-1,Measles virus + Mumps virus + Rubella virus Antibody IgG,Measles virus + Mumps virus + Rubella virus Antibody IgG,,Microbiology
TR11655-8,Narcotic Drug Screen,Narcotic Drug Screen,,Chemistry
TR11656-6,Streptococcus Group A Screen,Streptococcus Group A Screen,,Microbiology
TR11657-4,Tissue Antibody,Tissue Antibody,400000.220.000,Microbiology
TR11658-2,Glutethimide,Glutethimide,,Chemistry
TR11659-0,Celiac Disease,Celiac Disease,300000.115.000,Immunology
TR11660-8,Alpha Subunit,Alpha Subunit,,Chemistry
TR11661-6,Triglyceride/HDL Ratio,Triglyceride/HDL Ratio,,Chemistry
TR11662-4,Fatty Acids Omega,Fatty Acids Omega,,Chemistry
TR11663-2,Electrolytes,Electrolytes,100000.150.000,Chemistry
TR11664-0,PT Correction Assay,PT Correction Assay,200000.502.300,Hematology
TR11665-7,Influenza Virus A Swine Origin RNA Panel,Influenza Virus A Swine Origin RNA Panel,500000.650.000,Microbiology
TR11666-5,"Nut Mix 1 (Arachis hypogaea, Corylus avellana, Bertholletia excelsa, Prunus dulcis, Cocos nucifera)","Nut Mix 1 (Peanut, Hazel nut, Brazil nut, Almond, Coconut)",,Allergens
TR11667-3,Melanogrammus aeglefinus,Haddock,300000.591.000,Allergens
TR11668-1,Stenodus spp.,Whitefish (Inconnu),,Allergens
TR11669-9,Immunological Markers,Immunological Markers,,Serology
TR11670-7,Heparin,Heparin,,Chemistry
TR11671-5,Interleukins,Interleukins,,Chemistry
TR11672-3,Iodine,Iodine,,Chemistry
TR11673-1,Poxvirus Detection,Poxvirus Detection,,Microbiology
TR11674-9,Mumps Virus Detection,Mumps Virus Detection,,Microbiology
TR11675-6,Mycobacteriaceae,Mycobacteriaceae,,Microbiology
TR11676-4,Myeloperoxidase antibodies,Myeloperoxidase antibodies,,Serology
TR11677-2,Paraneoplastic antibodies,Paraneoplastic antibodies,,Serology
TR11678-0,Polyomavirus Detection,Polyomavirus Detection,,Microbiology
TR11679-8,Chromosome Studies,Chromosome Studies,,Pathology
TR11680-6,Telopeptide,Telopeptide,,Chemistry
TR11681-4,Coronaviridae,Coronaviridae,,Microbiology
TR11682-2,Muconic acid,Muconic acid,,Chemistry
TR11683-0,Trichlorobenzene,Trichlorobenzene,,Chemistry
TR11684-8,Trifluoperazine,Trifluoperazine,,Chemistry
TR11685-5,Cytokines,Cytokines,,Chemistry
TR11686-3,ABO & Rh Grouping,ABO & Rh Group,,Blood Bank
TR11687-1,Vibrionaceae,Vibrionaceae,,Microbiology
TR11688-9,Arbovirus antibodies,Arbovirus antibodies,,Microbiology
TR11689-7,Acylcarnitine,Acylcarnitine,,Chemistry
TR11690-5,Alpha-2-Antiplasmin,Alpha-2-Antiplasmin,,Chemistry
TR11691-3,Apolipoprotein C2 Activation,Apolipoprotein C2 Activation,,Chemistry
TR11692-1,Barbital,Barbital,,Chemistry
TR11693-9,C1r Complement,C1r Complement,,Hematology
TR11694-7,C1s Complement,C1s Complement,,Hematology
TR11695-4,Elastase 1,Elastase 1,,Chemistry
TR11696-2,Fragile X Chromosome,Fragile X Chromosome,,Pathology
TR11697-0,Intralipid,Intralipid,,Chemistry
TR11698-8,Macroamylase,Macroamylase,,Chemistry
TR11699-6,Parathyroid Hormone-Related Peptide,Parathyroid Hormone-Related Peptide,,Chemistry
TR11700-2,Quetiapine,Quetiapine,,Chemistry
TR11701-0,S-Sulfocysteine,S-Sulfocysteine,,Chemistry
TR11702-8,Saccharomyces cerevisiae antibodies,Saccharomyces cerevisiae antibodies,,Allergens
TR11703-6,Methobarbital,Methobarbital,,Chemistry
TR11704-4,Special Histology,Special Histology,,Pathology
TR11705-1,HFE Gene Mutation,HFE Gene Mutation,,Chemistry
TR11706-9,Transferrin Saturation,Transferrin Saturation,,Chemistry
TR11707-7,Unsaturated Iron Binding Capacity,Unsaturated Iron Binding Capacity,,Chemistry
TR11708-3,Sulfatides,Sulfatides,,Chemistry
TR11710-1,Transfusion Reaction Investigation,Transfusion Reaction Investigation,,Blood Bank
TR11711-9,Phosphate Clearance,Phosphate Clearance,,Chemistry
TR11712-7,Beta Glucosidase,Beta Glucosidase,,Chemistry
TR11713-5,Hyaluronidase Antibodies,Hyaluronidase Antibodies,,Chemistry
TR11714-3,Pyridinoline,Pyridinoline,,Chemistry
TR11715-0,Fatty Acid ethyl esters,Fatty Acid ethyl esters,,Chemistry
TR11716-8,Viral Genotype Susceptibility,Viral Genotype Susceptibility,,Microbiology
TR11717-6,Viral Phenotype Susceptibility,Viral Phenotype Susceptibility,,Microbiology
TR11718-4,Bacterial Serology,Bacterial Antibody,,Microbiology
TR11719-2,Viral Serology,Viral Serology,,Microbiology
TR11720-0,Mycology Serology,Mycology Antibody,,Microbiology
TR11721-8,Parasitic Serology,Parasitic Antibody,,Microbiology
TR11722-6,Mycobacterial Serology,Mycobacterial Serology,,Microbiology
TR11723-4,Cytology,Cytology,,Pathology
TR11724-2,Rh Grouping,Rh Group,,Blood Bank
TR11725-9,Polychlorinated biphenyl,Polychlorinated biphenyl,,Chemistry
TR11726-7,Herpes Simplex Virus I & II Antibody IgG,Herpes Simplex Virus I & II Antibody IgG,,Microbiology
TR11727-5,Styrene Metabolite,Styrene Metabolite,,Chemistry
TR11728-3,Avian Precipitins,Avian Precipitins,,Allergens
TR11729-1,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome,,Serology
TR11730-9,Acid Fast Stain,Acid Fast Stain,,Microbiology
TR11731-7,Legionella Culture,Legionella Culture,,Microbiology
TR11732-5,Leishmania Culture,Leishmania Culture,,Microbiology
TR11733-3,Acanthamoeba Culture,Acanthamoeba Culture,,Microbiology
TR11734-1,Acanthamoeba Identification,Acanthamoeba Identification,,Microbiology
TR11735-8,Actinomyces Culture,Actinomyces Culture,,Microbiology
TR11736-6,Actinomyces Identification,Actinomyces Identification,,Microbiology
TR11737-4,Mycobacteria Culture,Mycobacteria Culture,,Microbiology
TR11738-2,Mycobacteria Detection,Mycobacteria Detection,,Microbiology
TR11739-0,Mycobacteria Genotyping,Mycobacteria Genotyping,,Microbiology
TR11740-8,Mycobacteria Smear,Mycobacteria Smear,,Microbiology
TR11741-6,Antiviral Resistance,Antiviral Resistance,,Microbiology
TR11742-4,Beta Lactamase Screen,Beta Lactamase Screen,,Microbiology
TR11743-2,Bordatella pertussis and parapertussis Detection,Bordetella pertussis and parapertussis Detection,,Microbiology
TR11744-0,Bordetella Culture,Bordetella Culture,,Microbiology
TR11745-7,Bordetella Detection,Bordetella Detection,,Microbiology
TR11746-5,Borrelia burgdorferi IgG,Borrelia burgdorferi IgG,,Microbiology
TR11747-3,Borrelia burgdorferi IgM,Borrelia burgdorferi IgM,,Microbiology
TR11748-1,Carbapenemase Screen,Carbapenemase Screen,,Microbiology
TR11749-9,Chlamydia and Neisseria Detection,Chlamydia and Neisseria Detection,500000.200.000,Microbiology
TR11750-7,Chlamydophila + Mycoplasma Detection,Chlamydophila + Mycoplasma Detection,,Microbiology
TR11751-5,Clostridium perfringens Detection,Clostridium perfringens Detection,,Microbiology
TR11752-3,Clostridium perfringens Enterotoxin,Clostridium perfringens Enterotoxin,,Microbiology
TR11753-1,Microorganism Detection,Microorganism Detection,,Microbiology
TR11754-9,Ectoparasite Identification,Ectoparasite Identification,,Microbiology
TR11755-6,ESBL and AmpC Screen,ESBL and AmpC Screen,,Microbiology
TR11756-4,Flavivirus IgG,Flavivirus IgG,,Microbiology
TR11757-2,Haemophilus influenzae Detection,Haemophilus influenzae Detection,,Microbiology
TR11758-0,Hepatitis Viral Load,Hepatitis Viral Load,,Microbiology
TR11759-8,Hepatitis Confirmation,Hepatitis Confirmation,,Microbiology
TR11760-6,HIV Confirmation,HIV Confirmation,,Microbiology
TR11761-4,HIV Detection,HIV Detection,,Microbiology
TR11762-2,Influenza Virus A Detection,Influenza Virus A Detection,,Microbiology
TR11763-0,Malarial Detection,Malarial Detection,,Microbiology
TR11764-8,Microorganism Microscopy,Microorganism Microscopy,,Microbiology
TR11765-5,MRSA Confirmation,MRSA Confirmation,,Microbiology
TR11766-3,Neisseria gonorrhoeae Confirmation,Neisseria gonorrhoeae Confirmation,,Microbiology
TR11767-1,Neisseria meningitidis Detection,Neisseria meningitidis Detection,,Microbiology
TR11768-9,Neisseria meningitidis Serogroup,Neisseria meningitidis Serogroup,,Microbiology
TR11769-7,Norovirus Detection,Norovirus Detection,,Microbiology
TR11770-5,Parainfluenza Detection,Parainfluenza Detection,,Microbiology
TR11771-3,Parasite Detection,Parasite Detection,,Microbiology
TR11772-1,Respiratory Syncytial Virus Detection,Respiratory Syncytial Virus Detection,,Microbiology
TR11773-9,Rhinovirus Detection,Rhinovirus Detection,,Microbiology
TR11774-7,Rotavirus Detection,Rotavirus Detection,,Microbiology
TR11775-4,Staphylococcus aureus Detection,Staphylococcus aureus Detection,,Microbiology
TR11776-2,Staphylococcus aureus Screen,Staphylococcus aureus Screen,,Microbiology
TR11777-0,Syphilis Confirmation,Syphilis Confirmation,,Microbiology
TR11778-8,Syphilis Detection,Syphilis Detection,,Microbiology
TR11779-6,Syphilis Titre,Syphilis Titre,,Microbiology
TR11780-4,Toxoplasma gondii IgM,Toxoplasma gondii IgM,,Microbiology
TR11781-2,Vancomycin Resistance Confirmation for Staphylocooccus species,Vancomycin Resistance Confirmation for Staphylocooccus species,,Microbiology
TR11782-0,Vancomycin Resistant Enterococcus species Confirmation,Vancomycin Resistant Enterococcus species Confirmation,,Microbiology
TR11783-8,Vancomycin Resistant Staphylococcus species Confirmation,Vancomycin Resistant Staphylococcus species Confirmation,,Microbiology
TR11784-6,Varicella zoster Detection,Varicella Zoster Detection,,Microbiology
TR11785-3,Verotoxin Detection,Verotoxin Detection,,Microbiology
TR11786-1,Vibrio Serotyping,Vibrio Serotyping,,Microbiology
TR11787-9,West Nile Virus Detection,West Nile Virus Detection,,Microbiology
TR11788-7,Yeast Culture,Yeast Culture,,Microbiology
TR11789-5,Ammonium,Ammonium,,Chemistry
TR11790-3,Osmolarity,Osmolarity,,Chemistry
TR11791-1,Insulin post XXX Challenge,Insulin post XXX Challenge,,Chemistry
TR11792-9,Osmolar Gap,Osmolar Gap,,Chemistry
TR11793-7,Tonicity,Tonicity,,Chemistry
TR11794-5,Platelet Antigen Testing,Platelet Antigen Testing,,Blood Bank
TR11795-2,Iron Panel,Iron Panel,,Chemistry
TR11796-0,Hepatitis Antigen and Antibody Panel,Hepatitis Antigen and Antibody Panel,,Microbiology
TR11797-8,Coagulation Panel,Coagulation Panel,200000.503.000,Hematology
TR11798-6,Urinalysis Panel,Urinalysis Panel,,Chemistry
TR11799-4,Liver Panel,Liver Panel,,Chemistry
TR11800-0,Complement Panel,Complement Panel,,Immunology
TR11801-8,Chemistry Panel,Chemistry Panel,,Chemistry
TR11802-6,Cardiac Panel,Cardiac Panel,,Chemistry
TR11803-4,Calcium Panel,Calcium Panel,,Chemistry
TR11804-2,Thyroid Panel,Thyroid Panel,,Chemistry
TR11805-9,Thyroid Antibody Panel,Thyroid Antibody Panel,,Chemistry
TR11806-7,Lipid Panel,Lipid Panel,,Chemistry
TR11807-5,Protein Panel,Protein Panel,,Chemistry
TR11808-3,Antibody Elution,Antibody Elution,,Blood Bank
TR11809-1,Phenytoin Corrected,Phenytoin Corrected,,Chemistry
TR11810-9,Magnesium Corrected,Magnesium Corrected,,Chemistry
TR11811-7,Cutaneous Antibody Screen,Cutaneous Antibody Screen,,Immunology
TR11812-5,Cutaneous Antibody Pattern and Titre,Cutaneous Antibody Pattern and Titre,,Immunology
TR11813-3,Saccharopolyspora rectivirgula,Saccharopolyspora rectivirgula,,Allergens
TR11814-1,Thermoactinomyces vulgaris,Thermoactinomyces vulgaris,,Allergens
TR11815-8,Pollachius virens,Pollachius virens,,Allergens
TR11816-6,Platelet Function Assay,Platelet Function Assay,,Hematology
TR11817-4,Proteinase 3 Antibody,Proteinase 3 Antibody,,Serology
TR11818-2,Mycoplasma Culture,Mycoplasma Culture,,Microbiology
TR11819-0,Ureaplasma Culture,Ureaplasma Culture,,Microbiology
TR11820-8,Toxoplasma gondii Detection,Toxoplasma gondii Detection,,Microbiology
TR11821-6,Toxoplasma gondii IgG,Toxoplasma gondii IgG,,Microbiology
TR11822-4,Staphylococcus aureus and Methicillin Resistant Staphylococcus aureus Screen,Staphylococcus aureus and Methicillin Resistant Staphylococcus aureus Screen,,Microbiology
TR11823-2,Paroxysmal Nocturnal Hemoglobinuria,Paroxysmal Nocturnal Hemoglobinuria,,Hematology
TR11824-0,Factor Inhibitor Screen,Factor Inhibitor Screen,,Hematology
TR11825-7,Coagulation Factor VII Inhibitors,Coagulation Factor VII Inhibitors,,Hematology
TR11826-5,Coagulation Factor XI Inhibitors,Coagulation Factor XI Inhibitors,,Hematology
TR11827-3,Coagulation Factor XII Inhibitors,Coagulation Factor XII Inhibitors,,Hematology
TR11828-1,Adenovirus Antibody,Adenovirus Antibody,,Microbiology
TR11829-9,Adenovirus Detection,Adenovirus Detection,,Microbiology
TR11830-7,Cytomegalovirus Antibody IgM IgG,Cytomegalovirus Antibody IgM IgG,,Microbiology
TR11831-5,Entamoeba histolytica Antibody,Entamoeba histolytica Antibody,,Microbiology
TR11832-3,Haemophyllus ducreyi Culture,Haemophyllus ducreyi Culture,,Microbiology
TR11833-1,Hepatitis A Virus Serology,Hepatitis A Virus Antibody,,Microbiology
TR11834-9,Hepatitis B Virus Serology,Hepatitis B Virus Serology,,Microbiology
TR11835-6,HIV Panel,HIV Panel,,Microbiology
TR11836-4,Viral Load,Viral Load,,Microbiology
TR11837-2,Metapneumovirus Detection,Metapneumovirus Detection,,Microbiology
TR11838-0,Parvovirus B19 Antibody,Parvovirus B19 Antibody,,Microbiology
TR11839-8,Varicella Zoster Virus Antibody,Varicella Zoster Virus Antibody,,Microbiology
TR11840-6,Yellow Fever Antibody,Yellow Fever Antibody,,Microbiology
TR11841-4,Syphilis Panel,Syphilis Panel,,Microbiology
TR11842-2,Inhalant allergens,Inhalant allergens,,Allergens
TR11843-0,Blood Group and Antibody Screening,Blood Group and Antibody Screening,200000.103.000,Blood Bank
TR11844-8,Von Willebrand Cleaving Protease,Von Willebrand Cleaving Protease,,Hematology
TR11845-5,Von Willebrand Activity,Von Willebrand Activity,,Hematology
TR11846-3,Escherichia coli O104 Detection,Escherichia coli O104 Detection,,Microbiology
TR11847-1,Review,Review,,Hematology
TR11848-9,HBV Lamivudine Antiviral Resistance,HBV Lamivudine Antiviral Resistance,,Microbiology
TR11849-7,HBV Adefovir Antiviral Resistance,HBV Adefovir Antiviral Resistance,,Microbiology
TR11850-5,HBV Tenofovir Antiviral Resistance,HBV Tenofovir Antiviral Resistance,,Microbiology
TR11851-3,HBV Entacavir Antiviral Resistance,HBV Entacavir Antiviral Resistance,,Microbiology
TR11852-1,Serotonin Release Assay,Serotonin Release Assay,,Chemistry
TR11853-9,Streptococcus pneumoniae genotyping,Streptococcus pneumoniae genotyping,,Microbiology
TR11854-7,Staphylococcus aureus enterotoxin,Staphylococcus aureus enterotoxin,,Microbiology
TR11855-4,Treponema pallidum antibody IgM,Treponema pallidum antibody IgM,,Microbiology
TR11856-2,Hemoglobinopathy Screen,Hemoglobinopathy Screen,,Hematology
TR11857-0,Carnitine.free/Carnitine.total,Carnitine.free/Carnitine.total,,Chemistry
TR11858-8,Immunophenotyping,Immunophenotyping,,Hematology
TR11859-6,Herpes simplex Virus IgG and IgM antibody,Herpes simplex Virus IgG and IgM antibody,,Microbiology
TR11860-4,Venezuelan Equine Encephalitis Virus Antibody Acute,Venezuelan Equine Encephalitis Virus Antibody Acute,,Microbiology
TR11861-2,Venezuelan Equine Encephalitis Virus Antibody Convalescent,Venezuelan Equine Encephalitis Virus Antibody Convalescent,,Microbiology
TR11862-0,Venezuelan Equine Encephalitis Virus Antibody,Venezuelan Equine Encephalitis Virus Antibody,,Microbiology
TR11863-8,Baylisascaris procyonis Serology,Baylisascaris procyonis Antibody,,Microbiology
TR11864-6,Anaplasma phagocytophilum Serology,Anaplasma phagocytophilum Antibody,,Microbiology
TR11865-3,Bocavirus 1/2/3/4 Detection,Bocavirus 1/2/3/4 Detection,,Microbiology
TR11866-1,Corona Virus 229E Detection,Corona Virus 229E Detection,,Microbiology
TR11867-9,Corona Virus 229ENL63 Detection,Corona Virus 229ENL63 Detection,,Microbiology
TR11868-7,Corona Virus HKU1 Detection,Corona Virus HKU1 Detection,,Microbiology
TR11869-5,Corona Virus NL63 Detection,Corona Virus NL63 Detection,,Microbiology
TR11870-3,Corona Virus OC43 Detection,Corona Virus OC43 Detection,,Microbiology
TR11871-1,Culture Enteric,Culture Enteric,,Microbiology
TR11872-9,Fungus; Superficial; Culture,Fungus; Superficial; Culture,,Microbiology
TR11873-7,Fungus; Systemic; Culture,Fungus; Systemic; Culture,,Microbiology
TR11874-5,Enterovirus Detection,Enterovirus Detection,,Microbiology
TR11875-2,Fasciola hepatica Serology,Fasciola hepatica Serology,,Microbiology
TR11876-0,Hepatitis A Genotype,Hepatitis A Genotype,,Microbiology
TR11877-8,Herpes simplex Virus 1 Detection,Herpes simplex Virus 1 Detection,,Microbiology
TR11878-6,Herpes simplex Virus 2 Detection,Herpes simplex Virus 2 Detection,,Microbiology
TR11879-4,Herpes simplex Virus Culture,Herpes simplex Virus Culture,,Microbiology
TR11880-2,Herpes simplex Virus Detection,Herpes simplex Virus Detection,,Microbiology
TR11881-0,Influenza Virus Screen,Influenza Virus Screen,,Microbiology
TR11882-8,Influenza Virus Serology,Influenza Virus Antibody,,Microbiology
TR11883-6,Influenza Virus Subtyping,Influenza Virus Subtyping,,Microbiology
TR11884-4,Influenza Virus A H1 Detection,Influenza Virus A H1 Detection,,Microbiology
TR11885-1,Influenza Virus A H3 Detection,Influenza Virus A H3 Detection,,Microbiology
TR11886-9,Influenza Virus A H5 Detection,Influenza Virus A H5 Detection,,Microbiology
TR11887-7,Influenza Virus A Subtype Detection,Influenza Virus A Subtype Detection,,Microbiology
TR11888-5,Influenza Virus B Detection,Influenza Virus B Detection,,Microbiology
TR11889-3,Influenza Virus Detection,Influenza Virus Detection,,Microbiology
TR11890-1,Measles Virus Detection,Measles Virus Detection,,Microbiology
TR11891-9,Mycoplasma pneumonia Culture,Mycoplasma pneumonia Culture,,Microbiology
TR11892-7,Parvovirus B19 Detection,Parvovirus B19 Detection,,Microbiology
TR11893-5,Rubella Virus Detection,Rubella Virus Detection,,Microbiology
TR11894-3,Serotyping,Serotyping,,Microbiology
TR11895-0,Strongyloides Detection,Strongyloides Detection,,Microbiology
TR11896-8,Corynebacterium diphtheriae Culture,Corynebacterium diphtheriae Culture,,Microbiology
TR11897-6,Tissue Parasite Culture,Tissue Parasite Culture,,Microbiology
TR11898-4,Ganglioside GQ1b Antibodies,Ganglioside GQ1b Antibodies,,Immunology
TR11899-2,Cytogenetics and Molecular Diagnostics,Cytogenetics and Molecular Diagnostics,,Hematology
TR11900-8,Hemoglobinopathy,Hemoglobinopathy,,Hematology
TR11901-6,Leptospira Detection,Leptospira Detection,,Microbiology
TR11902-4,Strongyloides Detection,Strongyloides Detection,,Microbiology
TR11903-2,Ureaplasma urealyticum Culture,Ureaplasma urealyticum Culture,,Microbiology
TR11905-7,Sporothrix schenckii Detection,Sporothrix schenckii Detection,,Microbiology
TR11906-5,Chlamydia pneumoniae Serology,Chlamydia pneumoniae Serology,,Microbiology
TR11907-3,Chlamydophila psittaci PCR,Chlamydophila psittaci PCR,,Microbiology
TR11908-1,HIV Subtyping,HIV Subtyping,,Microbiology
TR11909-1,Electron Microscopy Microbiology,Electron Microscopy Microbiology,,Microbiology
TR11910-7,Avian Influenza Serology,Avian Influenza Antibody,,Microbiology
TR11911-5,Chikungunya Virus Serology,Chikungunya Virus Antibody,,Microbiology
TR11912-3,Ebola Virus Serology,Ebola Virus Antibody,,Microbiology
TR11913-1,Hepatitis D Virus Detection,Hepatitis D Virus Detection,,Microbiology
TR11914-9,Hepatitis E Virus Detection,Hepatitis E Virus Detection,,Microbiology
TR11915-6,Herpes Virus 6 Detection,Herpes Virus 6 Detection,,Microbiology
TR11916-4,HIV Viral Load,HIV Viral Load,,Microbiology
TR11917-2,HIV 1 Serology,HIV 1 Antibody,,Microbiology
TR11918-0,HIV 2 Viral Load,HIV 2 Viral Load,,Microbiology
TR11919-8,HTLV 1 Detection,HTLV 1 Detection,,Microbiology
TR11920-6,HTLV 1 and 2 Viral Load,HTLV 1 and 2 Viral Load,,Microbiology
TR11921-4,HTLV 2 Detection,HTLV 2 Detection,,Microbiology
TR11922-2,Junin Virus Serology,Junin Virus Antibody,,Microbiology
TR11923-0,Lymphocytic Choriomeningitis Virus Serology,Lymphocytic Choriomeningitis Virus Serology,,Microbiology
TR11924-8,Ross River Virus Serology,Ross River Virus Antibody,,Microbiology
TR11925-5,Rift Valley Fever Virus Serology,Rift Valley Fever Virus Antibody,,Microbiology
TR11926-3,Venezuelan equine encephalitis virus Serology,Venezuelan equine encephalitis virus Serology,,Microbiology
TR11927-1,Yellow Fever Virus Serology,Yellow Fever Virus Serology,,Microbiology
TR11928-9,Borrelia burgdorferi Detection,Borrelia burgdorferi Detection,,Microbiology
TR11929-7,Francisella tularensis Identification,Francisella tularensis Identification,,Microbiology
TR11930-5,Burkholderia species Identification,Burkholderia species Identification,,Microbiology
TR11931-3,Brucella species Identification,Brucella species Identification,,Microbiology
