49990-5,Herpes simplex virus 2 DNA,Herpes simplex virus 2 DNA,
49991-3,Borrelia burgdorferi 18_20kD Ab.IgG,Borrelia burgdorferi 18_20kD antibody IgG,
49992-1,Borrelia burgdorferi 18_20kD Ab.IgG,Borrelia burgdorferi 18_20kD antibody IgG,
49993-9,Borrelia burgdorferi 18_20kD Ab.IgM,Borrelia burgdorferi 18_20kD antibody IgM,
49994-7,Borrelia burgdorferi 18_20kD Ab.IgM,Borrelia burgdorferi 18_20kD antibody IgM,
49995-4,Borrelia burgdorferi 83_93kD Ab.IgG,Borrelia burgdorferi 83_93kD antibody IgG,
49996-2,Borrelia burgdorferi 83_93kD Ab.IgG,Borrelia burgdorferi 83_93kD antibody IgG,
49997-0,Borrelia burgdorferi 83_93kD Ab.IgM,Borrelia burgdorferi 83_93kD antibody IgM,
49998-8,Borrelia burgdorferi 83_93kD Ab.IgM,Borrelia burgdorferi 83_93kD antibody IgM,
4999-9,Cytomegalovirus DNA,Cytomegalovirus DNA,
49999-6,Platelet aggregation.collagen induced,Platelet aggregation.collagen induced,
50000-9,Hydrogen/Expired gas^30M post XXX challenge,Hydrogen/Expired Gas 30m Post XXX Challenge,
50001-7,Hydrogen/Expired gas^1H post XXX challenge,Hydrogen/Expired Gas 1h Post XXX Challenge,
50002-5,Hydrogen/Expired gas^1.5H post XXX challenge,Hydrogen/Expired Gas 1.5h Post XXX Challenge,
50003-3,Hydrogen/Expired gas^2H post XXX challenge,Hydrogen/Expired Gas 2h Post XXX Challenge,
50004-1,Hydrogen/Expired gas^3H post XXX challenge,Hydrogen/Expired Gas 3h Post XXX Challenge,
5000-5,Cytomegalovirus DNA,Cytomegalovirus DNA,
50005-8,Methaqualone,Methaqualone; Fluid,
50006-6,Human antimouse Ab,Human antimouse Ab,
50007-4,Cytology report,Cytology Report,
50008-2,Mixing studies,Mixing studies,
50012-4,Indirect antiglobulin test.poly specific reagent,"Indirect Antiglobulin Test, Polyspecific",
5001-3,Enterococcus sp rRNA,Enterococcus species rRNA,
50013-2,Hydrogen/Expired gas^2.5H post XXX challenge,Hydrogen/Expired Gas 2.5h Post XXX Challenge,
50014-0,BCR-ABL,BCR-ABL; Blood/Tiss,
50015-7,West nile virus Ag,West Nile virus antigen,
50017-3,Hemoglobin.gastrointestinal,Hemoglobin Gastrointestinal; Sputum/Gastric Fluid,
50018-1,Cytomegalovirus Ab.IgG,Cytomegalovirus antibody IgG,
50019-9,HLA-DP+DQ+DR Ag,HLA-DP+DQ+DR Ag; Leucocytes,
50020-7,Microdeletion syndromes,Microdeletion syndromes; Blood/Tissue,
5002-1,Epstein barr virus DNA,Epstein-Barr virus DNA,
50021-5,Oxycodone,Oxycodone; Platelet Rich Plasma,
50022-3,Alcohol.XXX,Alcohol XXX; Platelet Rich Plasma,
50024-9,Virus identified,Virus,
50026-4,(Arachis hypogaea+Bean white+Glycine max+Lens esculenta+Pisum sativum) Ab.IgE,Food Allergen Mix 30 IgE,
50027-2,Narcissus sp Ab.IgE,Narcissus sp IgE,
50028-0,Escherichia coli Ab.IgE,Escherichia coli IgE,
50029-8,Mahogany wood dust Ab.IgE,Mahogany Wood Dust IgE,
50030-6,Oak wood dust Ab.IgE,Oak Wood Dust IgE,
50031-4,Sulfamethoxazole Ab.IgE,Sulfamethoxazole IgE,
50032-2,Callistephus chinesi Ab.IgE,China Aster IgE,
50033-0,Cephalosporin Ab.IgE,Cephalosporin IgE,
50034-8,Arbovirus Ab,Arbovirus antibody,
50035-5,Colorado tick fever virus Ab,Colorado tick fever virus antibody,
50036-3,Dengue virus Ab,Dengue virus antibody,
50037-1,Powassan virus Ab,Powassan virus antibody,
50038-9,Snowshoe hare virus Ab,Snowshoe Hare virus antibody,
5003-9,Epstein barr virus DNA,Epstein-Barr virus DNA,
50039-7,5-methyltetrahydrofolate/Folate,5-Methyltetrahydrofolate/Folate Ratio,
50040-5,Advanced oxidation protein products,Advanced Oxidation Protein Products,
50041-3,Bilirubin+Urobilinogen,Bilirubin & Urobilinogen,
50042-1,Basal metabolic rate index,Basal Metabolic Rate Index,
50043-9,Protein carbonyl/protein,Protein Carbonyl/Protein Ratio,
50044-7,Glomerular filtration rate/1.73. sq M.predicted.female,GFR/1.73 sq M.Predicted Among Females; MDRD,
50045-4,Hemicystine,Hemicystine; Amniotic Fluid,
50046-2,Hemicystine,Hemicystine,
5004-7,Epstein barr virus DNA,Epstein-Barr virus DNA,
50047-0,Hemicystine,Hemicystine; Blood Filter Paper,
50048-8,Hemicystine,Hemicystine,
50049-6,Hemicystine/Amino acids.total,Hemicystine/Amino Acids Total Ratio; Total Hair,
50050-4,Hemicystine/Amino acids.total,Hemicystine/Amino Acids Total Ratio; Amniotic Fluid,
50051-2,Hemicystine/Amino acids.total,Hemicystine/Amino Acids Total Ratio,
50052-0,Hemicystine/Amino acids.total,Hemicystine/Amino Acids Total Ratio; Blood Filter Paper,
50053-8,Hemicystine/Amino acids.total,Hemicystine/Amino Acids Total Ratio,
5005-4,Epstein barr virus DNA,Epstein-Barr virus DNA,
50054-6,Hemicystine/Creatinine,Hemicystine/Creatinine Ratio; Urine,
50055-3,Iohexol renal clearance,Iohexol Renal Clearance,
50057-9,Fractional excretion of phosphate,Fractional Excretion Of Phosphate,
50058-7,Phosphate renal clearance,Phosphate Renal Clearance,
50059-5,Protein fractions.oligoclonal bands/Protein.total,Protein Fractions Oligoclonal Bands/Total Protein Ratio; Urine,
50060-3,Fatty acids.very long chain.C24:0/Creatinine,Fatty Acids Very Long Chain C24:0/Creatinine Ratio; Urine,
50061-1,Tetradecanedioate/Creatinine,Tetradecanedioate/Creatinine Ratio; Urine,
5006-2,Haemophilus influenzae rRNA,Haemophilus influenzae rRNA,
50062-9,Tetradecenedioate/Creatinine,Tetradecenedioate/Creatinine Ratio; Urine,
50063-7,Urea renal clearance/1.73 sq M,Urea Renal Clearance/1.73 Sq M,
50065-2,1-methylhistidine,1-Methylhistidine; Blood Filter Paper,
50066-0,1-methylhistidine,1-Methylhistidine; Fluid,
50067-8,11-hydroxyandrostenedione,11-Hydroxyandrostenedione; Fluid,
50068-6,11-hydroxyandrostenedione^pre 250 ug corticotropin,11-Hydroxyandrostenedione Pre 250 ug Corticotropin [ACTH],
50069-4,11-hydroxyandrostenedione^30M post 250 ug corticotropin,11-Hydroxyandrostenedione 30m Post 250 ug Adrenocorticotrophic Hormone[ACTH],
5007-0,Hepatitis B virus DNA,Hepatitis B virus DNA,
50070-2,11-hydroxyandrostenedione^1H post 250 ug corticotropin,11-Hydroxyandrostenedione 1h Post 250 ug Adrenocorticotrophic Hormone[ACTH],
50071-0,11-deoxycortisol,11-Deoxycortisol; Amniotic Fluid,
50072-8,11-deoxycortisol^pre 250 ug corticotropin,11-Deoxycortisol Pre 250 ug Corticotropin [ACTH],
50073-6,11-deoxycortisol^30M post 250 ug corticotropin,11-Deoxycortisol 30m Post 250 ug Corticotropin [ACTH],
50074-4,11-deoxycortisol^45M post 250 ug corticotropin,11-Deoxycortisol 45m Post 250 ug Corticotropin [ACTH],
50075-1,11-deoxycortisol^1H post 250 ug corticotropin,11-Deoxycortisol 1h Post 250 ug Corticotropin [ACTH],
50076-9,17-Ketosteroids^post dose dexamethasone,17-Ketosteroids Post Dose Dexamethasone; Urine,
50077-7,17-ketosteroids^2D post dose dexamethasone,17-Ketosteroids 2d Post Dose Dexamethasone; Urine,
50078-5,17-hydroxypregnenolone^pre 250 ug corticotropin,17-Hydroxypregnenolone Pre 250 ug Corticotropin [ACTH],
50079-3,17-hydroxypregnenolone^1H post 250 ug corticotropin,17-Hydroxypregnenolone 1h Post 250 ug Corticotropin [ACTH],
50080-1,17-hydroxyprogesterone^pre 250 ug corticotropin IM,17-Hydroxyprogesterone Pre 250 ug Corticotropin [ACTH] IM,
50081-9,18-hydroxydeoxycorticosterone,18-Hydroxydeoxycorticosterone,
50082-7,18-hydroxycorticosterone,18-Hydroxycorticosterone,
50083-5,Alpha aminoadipate,Alpha Aminoadipate; Blood Filter Paper,
50084-3,Alpha aminoadipate,Alpha Aminoadipate; Fluid,
50085-0,"2-methyl,3-hydroxyvalerate/Creatinine","2-Methyl,3-Hydroxyvalerate/Creatinine Ratio; Urine",
50086-8,"2-methyl,3-hydroxybutyrylcarnitine","2-Methyl,3-Hydroxybutyrylcarnitine; Blood Filter Paper",
50087-6,"2-methyl,3-hydroxybutyrylcarnitine","2-Methyl,3-Hydroxybutyrylcarnitine; Amniotic Fluid",
5008-8,Hepatitis B virus DNA,Hepatitis B virus DNA,
50088-4,"2-methyl,3-hydroxybutyrylcarnitine","2-Methyl,3-Hydroxybutyrylcarnitine; CSF",
50089-2,"2-methyl,3-hydroxybutyrylcarnitine","2-Methyl,3-Hydroxybutyrylcarnitine; Urine",
500-9,Ticarcillin,"Ticarcillin, MIC",
50090-0,"2-methyl,3-hydroxybutyrylcarnitine","2-Methyl,3-Hydroxybutyrylcarnitine",
50091-8,"2-methyl,3-hydroxybutyrylcarnitine/Creatinine","2-Methyl,3-Hydroxybutyrylcarnitine/Creatinine Ratio; Urine",
50092-6,2-methylcitrate,2-Methylcitrate; CSF,
50093-4,21-deoxycortisol,21-Deoxycortisol; Amniotic Fluid,
50094-2,21-deoxycortisol^45M post 250 ug corticotropin,21-Deoxycortisol 45m Post 250 ug Corticotropin [ACTH],
50095-9,21-deoxycortisol^pre 250 ug corticotropin,21-Deoxycortisol Pre 250 ug Corticotropin [ACTH],
5009-6,Hepatitis B virus DNA,Hepatitis B virus DNA,
50096-7,21-deoxycortisol^30M post 250 ug corticotropin,21-Deoxycortisol 30m Post 250 ug Corticotropin [ACTH],
50097-5,21-deoxycortisol^1H post 250 ug corticotropin,21-Deoxycortisol 1h Post 250 ug Corticotropin [ACTH],
50098-3,3-hydroxyvalerate,3-hydroxyvalerate; CSF,
50099-1,Beta hydroxybutyrate/Acetoacetate,Beta Hydroxybutyrate/Acetoacetate Ratio; Blood,
50100-7,Beta hydroxybutyrate/Acetoacetate,Beta hydroxybutyrate/Acetoacetate Ratio; CSF,
50101-5,3-hydroxybutyrylcarnitine,3-hydroxybutyrylcarnitine; CSF,
50102-3,3-hydroxybutyrylcarnitine,3-Hydroxybutyrylcarnitine; Blood Filter Paper,
50103-1,3-hydroxybutyrylcarnitine,3-Hydroxybutyrylcarnitine; Amniotic Fluid,
5010-4,Hepatitis C virus RNA,Hepatitis C virus RNA,
50104-9,3-hydroxyisovalerylcarnitine,3-hydroxyisovalerylcarnitine; CSF,
50105-6,3-hydroxyisovalerylcarnitine,3-Hydroxyisovalerylcarnitine; Amniotic Fluid,
50106-4,3-hydroxyisovalerylcarnitine,3-Hydroxyisovalerylcarnitine; Blood Filter Paper,
50107-2,3-hydroxyisovalerylcarnitine,3-Hydroxyisovalerylcarnitine; Urine,
50108-0,3-hydroxylinoleoylcarnitine,3-Hydroxylinoleoylcarnitine; Urine,
50109-8,3-hydroxylinoleoylcarnitine,3-Hydroxylinoleoylcarnitine; Blood Filter Paper,
50110-6,3-hydroxylinoleoylcarnitine,3-hydroxylinoleoylcarnitine; CSF,
50111-4,3-hydroxylinoleoylcarnitine,3-Hydroxylinoleoylcarnitine; Amniotic Fluid,
5011-2,Hepatitis C virus RNA,Hepatitis C virus RNA,
50112-2,3-hydroxylinoleoylcarnitine/Creatinine,3-Hydroxylinoleoylcarnitine/Creatinine Ratio; Urine,
50113-0,3-hydroxyoleoylcarnitine,3-Hydroxyoleoylcarnitine; Blood Filter Paper,
50114-8,3-hydroxyoleoylcarnitine,3-hydroxyoleoylcarnitine; CSF,
50115-5,3-hydroxyoleoylcarnitine,3-Hydroxyoleoylcarnitine; Amniotic Fluid,
50116-3,3-hydroxyoleoylcarnitine,3-Hydroxyoleoylcarnitine; Urine,
50117-1,3-hydroxyoleoylcarnitine/Creatinine,3-Hydroxyoleoylcarnitine/Creatinine Ratio; Urine,
50118-9,3-hydroxypalmitoleylcarnitine,3-Hydroxypalmitoleylcarnitine; Urine,
50119-7,3-hydroxypalmitoleylcarnitine,3-Hydroxypalmitoleylcarnitine; CSF,
5012-0,Hepatitis C virus RNA,Hepatitis C virus RNA,
50120-5,3-hydroxypalmitoleylcarnitine,3-Hydroxypalmitoleylcarnitine; Amniotic Fluid,
50121-3,3-hydroxypalmitoleylcarnitine,3-Hydroxypalmitoleylcarnitine; Blood Filter Paper,
50122-1,3-hydroxypalmitoleylcarnitine/Creatinine,3-Hydroxypalmitoleylcarnitine/Creatinine Ratio; Urine,
50123-9,3-hydroxypalmitoylcarnitine,3-Hydroxypalmitoylcarnitine; Urine,
50124-7,3-hydroxypalmitoylcarnitine,3-hydroxypalmitoylcarnitine; CSF,
50125-4,3-hydroxypalmitoylcarnitine,3-Hydroxypalmitoylcarnitine; Blood Filter Paper,
50126-2,3-hydroxypalmitoylcarnitine,3-Hydroxypalmitoylcarnitine; Amniotic Fluid,
50127-0,3-hydroxypalmitoylcarnitine/Creatinine,3-Hydroxypalmitoylcarnitine/Creatinine Ratio; Urine,
50128-8,3-hydroxypropionate,3-hydroxypropionate; CSF,
50129-6,3-hydroxypropionate,3-Hydroxypropionate; Amniotic Fluid,
50130-4,3-hydroxystearoylcarnitine,3-Hydroxystearoylcarnitine; Urine,
50131-2,3-hydroxystearoylcarnitine,3-hydroxystearoylcarnitine; CSF,
50132-0,3-hydroxystearoylcarnitine,3-Hydroxystearoylcarnitine; Blood Filter Paper,
50133-8,3-hydroxystearoylcarnitine,3-Hydroxystearoylcarnitine; Amniotic Fluid,
50134-6,3-hydroxystearoylcarnitine/Creatinine,3-Hydroxystearoylcarnitine/Creatinine Ratio; Urine,
50135-3,3-methoxy-4-hydroxyphenylglycol,3-Methoxy-4-Hydroxyphenylglycol,
50136-1,3-methoxy-4-hydroxyphenylglycol,3-Methoxy-4-Hydroxyphenylglycol; Urine,
50137-9,3-methoxy-4-hydroxyphenylglycol,3-Methoxy-4-Hydroxyphenylglycol; Urine,
5013-8,Herpes simplex virus DNA,Herpes simplex virus DNA,
50138-7,3-methoxy-4-hydroxyphenylglycol/Creatinine,3-Methoxy-4-Hydroxyphenylglycol/Creatinine Ratio; Urine,
50139-5,3-methoxytyramine,3-methoxytyramine; CSF,
50140-3,3-methoxytyramine,3-Methoxytyramine,
50141-1,3-o-methyldopa,3-O-Methyldopa,
50142-9,3-o-methyldopa,3-O-Methyldopa; Urine,
50143-7,3-o-methyldopa,3-O-Methyldopa; Urine,
50144-5,3-o-methyldopa/Creatinine,3-O-Methyldopa/Creatinine Ratio; Urine,
50145-2,3-dechloroethylifosfamide^pre dose ifosfamide,3-Dechloroethylifosfamide Pre Dose Ifosfamide; Blood,
5014-6,Herpes simplex virus DNA,Herpes simplex virus DNA,
50146-0,Gamma aminobutyrate,Gamma Aminobutyrate; Blood Filter Paper,
50147-8,Gamma aminobutyrate,Gamma Aminobutyrate; Fluid,
50148-6,Gamma hydroxybutyrate,Gamma Hydroxybutyrate; Amniotic Fluid,
50149-4,5-hydroxyindoleacetate,5-Hydroxyindoleacetate,
50150-2,5-hydroxytryptophan,5-Hydroxytryptophan,
50151-0,5-hydroxytryptophan,5-Hydroxytryptophan; Urine,
50152-8,5-hydroxytryptophan/Creatinine,5-Hydroxytryptophan/Creatinine Ratio; Urine,
5015-3,Histoplasma capsulatum DNA,Histoplasma capsulatum DNA,
50153-6,5-methyltetrahydrofolate,5-Methyltetrahydrofolate,
50154-4,Acetoacetate,Acetoacetate; CSF,
50155-1,Acetylcarnitine,Acetylcarnitine; CSF,
50156-9,Acetylcarnitine,Acetylcarnitine; Amniotic Fluid,
50157-7,Acetylcarnitine,Acetylcarnitine; Blood Filter Paper,
50158-5,Acetylcarnitine,Acetylcarnitine; Urine,
50159-3,Acetylcarnitine/Creatinine,Acetylcarnitine/Creatinine Ratio; Urine,
50160-1,Amino acids,Amino Acids; Hair,
5016-1,Histoplasma capsulatum rRNA,Histoplasma capsulatum rRNA,
50161-9,Organic acids pattern,Organic Acids Pattern,
50162-7,Acyl carnitine,Acyl Carnitine; Amniotic Fluid,
50163-5,Acyl carnitine,Acyl carnitine; CSF,
50164-3,Acyl carnitine pattern,Acyl Carnitine Pattern,
50165-0,Adenine phosphoribosyltransferase,Adenine Phosphoribosyltransferase; Amniotic Fluid Cells,
50166-8,Adipoylcarnitine+Methylglutarylcarnitine (C6-DC),Adipoylcarnitine+Methylglutarylcarnitine (C6-DC),
50167-6,Alanine,Alanine; Hair,
50168-4,Alanine aminotransferase,Alanine Aminotransferase; Dialysis Fluid,
50169-2,Aldosterone^post XXX challenge,Aldosterone Post Challenge,
501-7,Ticarcillin,"Ticarcillin, KB",
50170-0,Aldosterone^pre XXX challenge,Aldosterone Pre Challenge,
50171-8,Aldosterone^pre 250 ug corticotropin IM,Aldosterone Pre 250 ug Corticotropin [ACTH] IM,
50172-6,Aldosterone^30M post 250 ug corticotropin IM,Aldosterone 30m Post 250 ug Corticotropin [ACTH] IM,
50173-4,Aldosterone^1H post 250 ug corticotropin IM,Aldosterone 1h Post 250 ug Corticotropin [ACTH] IM,
50174-2,Alloisoleucine,Alloisoleucine; Amniotic Fluid,
50175-9,Alloisoleucine,Alloisoleucine; Fluid,
50176-7,Alpha-2-macroglobulin/Protein.total,Alpha-2-Macroglobulin/Total Protein Ratio,
50177-5,Hemicystine,Hemicystine; CSF,
50178-3,Lymphocyte proliferation.100 umol beryllium stimulation^6D post incubation,Lymphocyte proliferation.100 umol beryllium stimulation 6D post incubation; Blood,
5017-9,HIV 1 RNA,HIV 1 RNA,
50180-9,Calcitonin^10M post 2 mg/kg calcium & 0.5 ug/kg pentagastrin IV,Calcitonin 10m Post 2 mg/kg Calcium + 0.5 ug/kg Pentagastrin IV,
50181-7,Calcitonin^5M post 2 mg/kg calcium & 0.5 ug/kg pentagastrin IV,Calcitonin 5m Post 2 mg/kg Calcium + 0.5 ug/kg Pentagastrin IV,
50182-5,Calcitonin^2M post 2 mg/kg calcium & 0.5 ug/kg pentagastrin IV,Calcitonin 2m Post 2 mg/kg Calcium + 0.5 ug/kg Pentagastrin IV,
50183-3,Calcitonin^1M post 2 mg/kg calcium & 0.5 ug/kg pentagastrin IV,Calcitonin 1m Post 2 mg/kg Calcium + 0.5 ug/kg Pentagastrin IV,
50184-1,Calcitonin^pre 2 mg/kg calcium & 0.5 ug/kg pentagastrin IV,Calcitonin Pre 2 mg/kg Calcium + 0.5 ug/kg Pentagastrin IV,
50185-8,Magnolia grandiflora Ab.IgE,Magnolia IgE,
50186-6,Wine vinegar Ab.IgE,Wine vinegar IgE,
5018-7,HIV 1 RNA,HIV 1 RNA,
50187-4,Arterial-mixed venous oxygen saturation difference,Arterial-Mixed Venous Oxygen Saturation Difference; Blood,
50188-2,Arterial-venous oxygen saturation difference,Arterial-Venous Oxygen Saturation Difference; Blood,
50192-4,Cholesterol.in VLDL 1+2+3,Cholesterol In VLDL 1 + 2 + 3,
50193-2,Cholesterol.in LDL.narrow density,Cholesterol In LDL Narrow Density,
50194-0,Cholesterol.in IDL+Cholesterol.in VLDL 3,Cholesterol In IDL + Cholesterol In VLDL 3,
5019-5,HTLV 1+2 RNA,HTLV 1+2 RNA,
50195-7,BCR/ABL,BCR/ABL; Blood/Tiss,
50198-1,Iron^1st specimen,Iron 1st Specimen,
50199-9,Iron^2nd specimen,Iron 2nd Specimen,
50200-5,Iron^3rd specimen,Iron 3rd Specimen,
50201-3,Iron^4th specimen,Iron 4th Specimen,
50202-1,Iron^5th specimen,Iron 5th Specimen,
5020-3,Legionella sp rRNA,Legionella species rRNA,
50203-9,Iron^6th specimen,Iron 6th Specimen,
50204-7,Iron^7th specimen,Iron 7th Specimen,
50205-4,Iron^8th specimen,Iron 8th Specimen,
50206-2,Glucose^1st specimen,Glucose 1st Specimen,
50207-0,Glucose^7th specimen,Glucose 7th Specimen,
50208-8,Glucose^10th specimen,Glucose 10th Specimen,
50209-6,Albumin^supine,Albumin Supine; Urine,
50210-4,Glomerular filtration rate/1.73 sq M.predicted,GFR/1.73 sq M.Predicted; Cystatin-based Formula,
5021-1,Listeria monocytogenes rRNA,Listeria monocytogenes rRNA,
50211-2,Functional shunt volume,Functional shunt volume; BloodA+BloodMV,
50212-0,Glucose^2nd specimen,Glucose 2nd Specimen,
50213-8,Glucose^3rd specimen,Glucose 3rd Specimen,
50214-6,Glucose^4th specimen,Glucose 4th Specimen,
50215-3,Glucose^5th specimen,Glucose 5th Specimen,
50216-1,Glucose^6th specimen,Glucose 6th Specimen,
50217-9,Glucose^8th specimen,Glucose 8th Specimen,
50218-7,Glucose^9th specimen,Glucose 9th Specimen,
50220-3,Collection interval from baseline,Collection interval from baseline,
50221-1,Bacteria,Bacteria,
50222-9,Broad casts,Broad Casts,
50223-7,Cholesterol crystals,Cholesterol Crystals,
50224-5,Epithelial casts,Epithelial Casts,
50225-2,Epithelial cells.non-squamous,Epithelial Cells; Non-Squamous,
50226-0,Erythrocyte clumps,Erythrocyte Clumps,
50227-8,Fat,Fat,
50228-6,Fat bodies.oval,Fat Bodies; Oval,
5022-9,Mycobacterium avium complex rRNA,Mycobacterium Avium Complex rRNA,
50229-4,Fatty casts,Fatty Casts,
50230-2,Granular casts,Granular Casts,
50231-0,Hyaline casts,Hyaline Casts,
50232-8,Leucine crystals,Leucine Crystals; Computer Assisted,
50233-6,Leukocyte clumps,Leukocyte Clumps,
50234-4,Mixed cellular casts,Mixed Cellular Casts,
50235-1,Mucus,Mucus,
50236-9,Phosphate crystals.amorphous,Phosphate Crystals; Amorphous,
5023-7,Mycobacterium avium subspecies avium rRNA,Mycobacterium avium subspecies avium rRNA,
50237-7,Trichomonas sp,Trichomonas sp,
50238-5,Tyrosine crystals,Tyrosine Crystals,
50239-3,Urate crystals.amorphous,Urate Crystals; Amorphous,
50240-1,Yeast.budding,Yeast; Budding,
50241-9,17-Ketosteroids^post high dose dexamethasone,17-Ketosteroids Post High Dose Dexamethasone; 24h Urine,
50242-7,17-Ketosteroids^2D post high dose dexamethasone,17-Ketosteroids 2d Post High Dose Dexamethasone; 24h Urine,
50243-5,17-Ketosteroids^post dose dexamethasone,17-Ketosteroids Post Dose Dexamethasone; 24h Urine,
50244-3,17-Ketosteroids^2D post dose dexamethasone,17-Ketosteroids 2d Post Dose Dexamethasone; 24h Urine,
5024-5,Mycobacterium gordonae rRNA,Mycobacterium gordonae rRNA,
50245-0,17-Hydroxycorticosteroids^post high dose dexamethasone,17-Hydroxycorticosteroids Post High Dose Dexamethasone; 24h Urine,
50246-8,17-Hydroxycorticosteroids^2D post high dose dexamethasone,17-Hydroxycorticosteroids 2d Post High Dose Dexamethasone; 24h Urine,
50247-6,17-Hydroxycorticosteroids^post dose dexamethasone,17-Hydroxycorticosteroids Post Dose Dexamethasone; 24h Urine,
50248-4,17-Hydroxycorticosteroids^2D post dose dexamethasone,17-Hydroxycorticosteroids 2d Post Dose Dexamethasone; 24h Urine,
50249-2,17-hydroxypregnenolone^30M post 250 ug corticotropin,17-Hydroxypregnenolone 30m Post 250 ug Corticotropin [ACTH],
502-5,Ticarcillin,"Ticarcillin, SBT",
50250-0,21-deoxycortisol,21-Deoxycortisol,
50251-8,3-hydroxybutyrylcarnitine/Creatinine,3-Hydroxybutyrylcarnitine/Creatinine Ratio; Urine,
5025-2,Mycobacterium intracellulare rRNA,Mycobacterium intracellulare rRNA,
50252-6,3-hydroxyisovalerylcarnitine/Creatinine,3-Hydroxyisovalerylcarnitine/Creatinine Ratio; Urine,
50253-4,Fatty acids.nonesterified^1st specimen post CFst,Fatty Acids Nonesterified 1st Specimen Post Fasting,
50254-2,Fatty acids.nonesterified^2nd specimen post CFst,Fatty Acids Nonesterified 2nd Specimen Post Fasting,
50255-9,Fatty acids.nonesterified^3rd specimen post CFst,Fatty Acids Nonesterified 3rd Specimen Post Fasting,
50256-7,Fatty acids.nonesterified^4th specimen post post CFst,Fatty Acids Nonesterified 4th Specimen Post Fasting,
50257-5,Fatty acids.nonesterified^5th specimen post post CFst,Fatty Acids Nonesterified 5th Specimen Post Fasting,
50258-3,Aldosterone^post 25 mg captopril PO,Aldosterone Post 25 mg Captopril PO,
50259-1,Aldosterone^pre 25 mg captopril PO,Aldosterone Pre 25 mg Captopril PO,
5026-0,Mycobacterium kansasii rRNA,Mycobacterium kansasii rRNA,
50260-9,Prekeratocytes,Prekeratocytes; Blood,
50263-3,17-Ketosteroids^post high dose dexamethasone,17-Ketosteroids Post High Dose Dexamethasone; 24h Urine,
50264-1,17-Ketosteroids^2D post high dose dexamethasone,17-Ketosteroids 2d Post High Dose Dexamethasone; 24h Urine,
50265-8,2-dechloroethylifosfamide^pre dose ifosfamide,2-Dechloroethylifosfamide Pre Dose Ifosfamide; Blood,
50266-6,2-dechloroethylifosfamide^1D post dose ifosfamide,2-Dechloroethylifosfamide 1d Post Dose Ifosfamide; Blood,
50267-4,2-dechloroethylifosfamide^2D post dose ifosfamide,2-Dechloroethylifosfamide 2d Post Dose Ifosfamide; Blood,
50268-2,2-dechloroethylifosfamide^3D post dose ifosfamide,2-Dechloroethylifosfamide 3d Post Dose Ifosfamide; Blood,
50269-0,2-dechloroethylifosfamide^4D post dose ifosfamide,2-Dechloroethylifosfamide 4d Post Dose Ifosfamide; Blood,
50270-8,2-dechloroethylifosfamide^5D post dose ifosfamide,2-Dechloroethylifosfamide 5d Post Dose Ifosfamide; Blood,
50271-6,2-dechloroethylifosfamide^3H post dose ifosfamide,2-Dechloroethylifosfamide 3h Post Dose Ifosfamide; Blood,
50272-4,2-dechloroethylifosfamide^6H post dose ifosfamide,2-Dechloroethylifosfamide 6h Post Dose Ifosfamide; Blood,
50273-2,3-hydroxymyristoleylcarnitine,3-Hydroxymyristoleylcarnitine; Urine,
50274-0,3-hydroxymyristoleylcarnitine,3-Hydroxymyristoleylcarnitine; Amniotic Fluid,
50275-7,3-hydroxymyristoleylcarnitine,3-Hydroxymyristoleylcarnitine; Blood Filter Paper,
50276-5,3-hydroxymyristoleylcarnitine,3-hydroxymyristoleylcarnitine; CSF,
50277-3,3-hydroxymyristoleylcarnitine,3-Hydroxymyristoleylcarnitine,
5027-8,Mycobacterium tuberculosis rRNA,Mycobacterium tuberculosis rRNA,
50278-1,3-hydroxymyristoleylcarnitine/Creatinine,3-Hydroxymyristoleylcarnitine/Creatinine Ratio; Urine,
50279-9,3-hydroxytetradecanoylcarnitine,3-Hydroxytetradecanoylcarnitine; Urine,
50280-7,3-hydroxytetradecanoylcarnitine,3-hydroxytetradecanoylcarnitine; CSF,
50281-5,3-hydroxytetradecanoylcarnitine,3-Hydroxytetradecanoylcarnitine; Blood Filter Paper,
50282-3,3-hydroxytetradecanoylcarnitine,3-Hydroxytetradecanoylcarnitine; Amniotic Fluid,
50284-9,3-hydroxytetradecanoylcarnitine/Creatinine,3-Hydroxytetradecanoylcarnitine/Creatinine Ratio; Urine,
50285-6,3-dechloroethylifosfamide^1D post dose ifosfamide,3-Dechloroethylifosfamide 1d Post Dose Ifosfamide; Blood,
5028-6,Neisseria gonorrhoeae rRNA,Neisseria gonorrhoeae rRNA; Probe,500000.020.400
50286-4,3-dechloroethylifosfamide^2D post dose ifosfamide,3-Dechloroethylifosfamide 2d Post Dose Ifosfamide; Blood,
50287-2,3-dechloroethylifosfamide^3D post dose ifosfamide,3-Dechloroethylifosfamide 3d Post Dose Ifosfamide; Blood,
50288-0,3-dechloroethylifosfamide^4D post dose ifosfamide,3-Dechloroethylifosfamide 4d Post Dose Ifosfamide; Blood,
50289-8,3-dechloroethylifosfamide^6D post dose ifosfamide,3-Dechloroethylifosfamide 6d Post Dose Ifosfamide; Blood,
50290-6,3-dechloroethylifosfamide^3H post dose ifosfamide,3-Dechloroethylifosfamide 3h Post Dose Ifosfamide; Blood,
